,Unnamed: 0,Job_ID,Salary,Job_Title,Company_Name,Location,Job_Description,Python,R,Scala,Math,Artificial_Intelligence,Deep_learning,Algorithms_and_models,Business_Skills,Communication_Skills,Stats,Machine_Learning,ML_instruments,Data_visualization,Excel,Matlab,SAS,SQL,SPSS,Big_Data,Cloud,Econometrics,NLP,Computer_vision,Leadership,Planning_and_strategy,Organizational
123,123,9a48425845eda399,100000,Revit Modeller,AECOM,Sydney NSW,"[Sydney NSWDue to recent project wins AECOM Sydney’s Digital Engineering team is seeking a Senior Revit Modeller with Bridge Design / Drafting experience to join our NSW Transportation team.

The Digital Engineering team is a newly established group that focuses on delivering CAD, GIS and BIM services across an array of exciting infrastructure projects. We are planners, materials scientists, engineers, engagement consultants, asset managers and geotechnical specialists. Our team works to shape and influence some of our world’s most complex and challenging infrastructure. We also provide complementary services to other AECOM teams working in the sectors of Mining, Transportation, Manufacturing, Industrial and Water.

Minimum Requirements

To be successful in this role, you will have leadership experience in Revit Modelling of Bridges and associated structures, running the design and drafting component of projects, and the ability to guide teams through the accurate authoring of drawings and models in a timely and efficient manner. Strong data management along with effective communication skills are essential as is the management of project staff.

Ideally you will also have the following experiences;


Production of various structural bridge designs and methodologies to appropriate standard specification and presentation in both 2D and 3D.
Provision of technical expertise using Revit.
Excellent design and drawing checking ability.
Undertakes, manages and produces appropriate 2D and 3D CAD model production, documentation and other technical work tasks to agreed schedule including BIM, standards (AECOM, client and project), and in accordance with the project plan.
Contributes to a complete and integrated set of digital project content including documents by working co-operatively with team members.
Proficiency in AutoCAD essential.
Additionally, Navisworks, Civil 3D, Bentley Structures / AECOMSIM and InfraWorks experience would be viewed as extremely beneficial.

Preferred Qualifications


Ability to provide technical expertise to suit client needs
Diploma or Advanced Diploma in Civil Engineering Design or similar qualification

What We Offer

When you join AECOM, you become part of a company that is

pioneering the future . Our teams around the world are involved in some of the most cutting-edge and innovative projects and programs of our time, addressing the big challenges of today and shaping the built environment for generations to come. We ensure a workplace that encourages growth, flexibility and creativity, as well as a company culture that champions

inclusion, diversity and overall

employee well-being through programs supported by company leadership. Our

core values define who we are, how we act and what we aspire to, which comes down to not only

delivering a better world , but working to “make amazing happen” in each neighborhood, community and city we touch. As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours.]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
124,124,b3bbb957ff14e686,100000,Senior Analytics Consultant,Deloitte,Brisbane QLD,"[Brisbane QLD·
Salary packaging - to suit your personal and financial
circumstances ·
Technology discounts - from Apple, HP, Lenovo, to
Windows ·
World-class learning and leadership
programs Do you see patterns in data and wish
everyone would see the same? If you can explain complex statistical concepts in
plain English, we need you! What will your
typical day look like?

At
Deloitte, we give our data scientists the resources, training and tools they
need to excel at their work, but also the freedom and power to create their own
paths forward to make a difference. You will be -Thinking outside of the
box with your experience in applying data science solutions in diverse
industries like Financial Services, Banking and Insurance, Retail, Life
Sciences & Healthcare and Consumer Products; Developing world-class machine
learning models using R/Python/Similar Tools that support client deliverables;
Mentor a team of capable analysts and
consultants to identify data gaps, automate data collection
techniques, cleanse data and conduct quality checks at every step of the
solution building process. About the
team

Big
data, information and analytics. Three words that spark apprehension in most
businesses. But our team of experts are constantly curious and excited bringing
together a wonderful array of technological expertise to deliver data
management solutions that drive success. Leveraging business information
correctly, we transform data into each of our client’s most valuable assets and
make their work smarter. You will be part of a close, collaborative
team that identifies and builds solutions that are practical as well as
visionary, and that make an impact that matters. Enough about
us, let’s talk about you.

You
will have: -Over 4 years of end-to-end data mining and model
development experience comprising use of advanced statistical and machine
learning techniques

Excellent knowledge

of statistical techniques like Linear and Non-linear Regression,
Generalized Models, Clustering, forecasting methods, etc.

Demonstrable experience of more than

one machine learning toolkits like Python, R, MATLAB, etc.

PhD or MS degree in Mathematics, Statistics,

Engineering or similar quantitative disciplines.
Why
Deloitte?

At
Deloitte, we create positively differentiated work experiences that enable our
people to feel valued and achieve their full potential. We value difference,
and embrace people with diverse backgrounds and thinking styles.
Knowing that people work best in different ways, we are happy to discuss
alternative arrangements if the working pattern you are looking for is not
specifically indicated.

Next
Steps
Sound exactly like the sort of role for
you? Apply now! If you’ve got any questions or wish to
have a confidential conversation about this role, contact Aditi Aggarwal from
the Talent Acquisition Team. We’d
love to hear from you.

By applying to this job you will be assessed against the Deloitte Global Talent Standards. We've designed these standards to provide our clients and candidates with a consistent & exceptional Deloitte experience globally.

Deloitte Touche Tohmatsu is the DTTL member firm in Australia (""Deloitte Australia""). ""Deloitte"" is the brand under which tens of thousands of dedicated professionals in independent firms throughout the world collaborate to provide audit, consulting, financial advisory, risk management, tax and related services to select clients.

Requisition code: AUEXP166595]",1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
125,125,67a9d18ab01d5621,100000,handshakes (DC Frontiers) - Senior Data Engineer,TechSkills Accelerator,Australia,"[AustraliaFull-time, PermanentWe live in the age of Data. Are you passionate about Data? We are hiring a Data Engineer with a combination of programming and data skills to lead the evolution and development of tools, reporting and analytics infrastructure. This position is a technical role with operational accountability. This role is based in Singapore.
Responsibilities
We are looking for data engineers who are passionate about data and want to work in a multi-disciplinary team of Software Engineers, Data Engineers and Data Scientists to solve real-world business problems.
You will work on either data from diverse structured and unstructured data sources, and various formats including tabular, text and time series or can contribute to our core data pipeline. In addition, we have deep investments in on-prem telemetry that we need to update/modernize.
This business-critical telemetry stack enables business insights for our existing and new features on Windows and Linux. We expect all team members to contribute broadly, with an agile and growth mindset, so your ability to step into multiple areas will be a key attribute that we are looking for.
As a data engineer, you will be an integral part of our tight-knit group of dedicated problem solvers. The ideal candidate should be confident in their ability to transfer raw data to insightful reports that will better organizational action.
Design, develop, and maintain data pipelines infrastructure that adhere to ETL principles.
Ability to conceptualize and build systems that are maintainable and built for scale.
Work with stakeholders to define data needs and generate reporting aligned with requests.
Create data toolsets that allow for team members to quickly gather the analytics required for their work.
Create end-user reports and visualizations based on team needs and requests.
Minimum Qualifications5+ years of relevant experience regarding designing and implementing software systemsSoftware engineering skill in one or more high level languages (C#, C++, Java, Python)BS, MS, or PhD in computer science (or equivalent)Common ML and analysis tools (R, SAS, SPSS, MatLab)Experience with large scale applied machine learning techniques is a plus but not requiredExperience with SQL or equivalent query language.Understanding of ETL principles used in developing sustainable data pipelines.Working knowledge of RedShift, SQL Data Warehouse, Datalake or similar services.Working knowledge Pandas, NumPy or similar high-level data manipulation and analysis tool.Proven track record where data analysis or reporting has influenced product development and strategy.This job role is located in Singapore

handshakes (DC Frontiers) is a participating company of Singapore's TechSkills Accelerator national initiative aimed at attracting and developing tech professionals to grow Singapore’s digital economy.]",1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
126,126,8503998930e8449a,100000,SEO Director,Digitas,Sydney NSW,"[Sydney NSWDigitas exists to make brands count. We’re a modern, data-inspired agency.

We are the only agency designed to offer clients who seek to transform their marketing, a complete stack of services, from integrated communications, to commerce to CRM and innovation services, across the world, all driven by our data about what really counts for businesses.

Our global workforce of 7,000 includes industry-leading creatives in each region, working with data scientists, technology experts and media specialists to demonstrate what can be achieved when hard data meets imagination.

What you’ll do:
As an SEO Director, you’ll grow the division and develop a strategic vision, whilst providing leadership to the team. You’ll build the agency’s search best practice (SEO) to support aggressive revenue growth and take the Digitas brand to the next level of global recognition.

Day to day, your responsibilities will include:
✦ Directing long-term and short-term strategic marketing efforts to meet both market share and sales goals
✦ Helping to assess and pursue new business opportunities while maintaining the company’s existing strengths
✦ Keeping a firm pulse on changes to the marketplace and industry, adjusting marketing plans accordingly
✦ Developing a world-class SEO team that will scale and thrive as the business grows
✦ Effectively using tools to automate and scale the business in an efficient, cost-effective manner
✦ Ensuring excellence and accuracy in all client deliverables and working with managers to present them
✦ Developing all scopes of work that include search engine optimization
✦ Collaborating with project managers on project timelines and with staffing on resource needs

We’re looking for a top-notch SEO Director who is also a delight to work with, which usually includes:
✦ A four-year degree and at least 8 years of experience in a marketing management position with relevant SEO experience (Master’s degree, creative agency experience and international exposure are preferred)
✦ A clear, insightful vision for the future direction of the marketplace, with a track record of thought leadership
✦ Deep familiarity with the digital environment and an understanding of business from both market and P&L; perspectives
✦ Strong analytical and problem solving skills – and a knack for details
✦ Outstanding leadership and people management skills
✦ Stellar communication and presentation skills – you’re poised, articulate and convincing
✦ Willingness to travel as needed – you’re open to new places, new faces and new ideas

Got what it takes? We’d love to hear from you.
Digitas is an equal opportunity employer.

About Digitas
Digitas is The Connected Marketing Agency, committed to helping brands better connect with people through Truth. Connection. Wonder. With diverse expertise in data, strategy, creative, media, and tech, we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite, provoke and inspire. Curious and fully transparent, we are always examining real human behavior to create authentic connections—between brands and consumers, clients and partners, and ideas and outcomes. Digitas has 3,300 employees across 12 countries and 24 offices, with an extended network via Publicis Media of over 23,500 employees present in more than 100 countries worldwide. To connect with Digitas or learn more, visit www.digitas.com]",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
127,127,78d7785eb6d48101,100000,Data Analytics Consultant,Ever Better Recruitment (EBR),Sydney NSW,"[Sydney NSWWe are looking for Talented Superstars! If you are an A Player, then hit APPLY Now!
Our client is seeking a Data Analytics Consultant with deep algorithmic knowledge! You will learn from the top Data Scientists in the world, and teach them a thing or two along the way.
Our client uses a massively parallel processing train and searches through millions of possible combinations of algorithms, pre-processing steps, features, transformations and tuning parameters to best deliver the models for dataset and prediction targets.
If you’re passionate about statistics and think you have what it takes to take on a challange and simplify complex models, keep reading!
You will work with the sales team to develop client relationships and deliver data science solutions for customers across a variety of industries. You will need to be comfortable leading technical demonstrations, helping clients develop models that add value to their organizations, and integrating those models into client environments. Ideal candidates enjoy day-to-day data science problem-solving mixed with high levels of customer interaction.
Main requirements:
4-5+ years of real-world business experience
Hands-on experience building and implementing predictive models
Strong customer interaction skills
Excellent organizational, communication, writing and interpersonal skills
Desire to enhance skills in areas of machine learning and quantitative decision making
Familiarity with a variety of technical tools for the manipulation of datasets
Up to 50% travel
Desired skills:
Experience with machine learning techniques
Fluency with scripting (Python / R)
Experience with Hadoop and related Big Data technologies
A tertiary degree in a quantitative field (Computer Science, Statistics, Actuarial Science, Finance, Mathematics, Economics, Data analysis)
Experience in any of the following would be great:
Distributed Systems
Cloud Computing
SAS
CRM
Machine learning
Data Mining

If this role appeals to you, don’t wait – APPLY NOW!
Our agency guarantees that all applications made to our advertised positions are 100% confidential and all candidates are met with before submitting details to any of our client base. Applicant resumes will not be passed onto a 3rd party without your prior consent.]",1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
128,128,611ae7a7f951e0b7,100000,Research & Data Analyst - Pricing Controls,Ignite Specialist Recruitment Services,Melbourne VIC,"[Melbourne VICContract$51.50 an hourWe are seeking an experienced Senior Research & Data Analyst to join the Pricing Controls team of a growing & dynamic federal government organisation. The successful candidate will utilise their quantitative analytical skills and experience in regulatory economics to research, analyse and collect data for our client.

Responsibilities include:
Conducting market reviews, analysis, and the setting and management of market interventions, including price controls.
Supporting the development, and implementation of market strategy including interventions and monitoring
Validating, prioritising and assessing impact of economic issues that have been identified by stakeholders
Qualitative research into policy developments
Organising, note taking and analysis of stakeholder interviews
Collate research and data from a broad range of stakeholders and data sources such as workforce provider trends, including exits, entries, efficiency, supply and demand
Developing research frameworks
Design, field and analyse surveys
Ensure consistency and reliability of data sets
Required Skills & Experience

Proven experience in Research & Analysis
Highly developed understanding of market regulation principles and best practice
Excellent conceptual & analytical abilities
Familiarity and confidence working with mathematical & statistical techniques
Strong interpersonal and communication skills, both written and verbal
Proficiency with advanced analytical tools - SAS, R, Stata, MapInfo, QGIS all an advantage
Relevant tertiary qualifications - economics/finance/statistics/mathematics
Ability to analyse complex information to make decisions
This is a twelve month contract role based in Geelong, paying at an hourly rate of $51.50 + super (APS6 position).

If you are interested in learning more, please apply online with an updated copy of your resume in MS Word format, together with a cover letter detailing your relevant skills and experience. Please note that the closing date for applications is Friday 8th November.]",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
129,129,950ba988ca647f82,100000,Development Team Lead - Global Incubator,Xero,Melbourne VIC,"[Melbourne VICOur purpose
Small businesses have a big impact on the economy, and Xero is playing an important role in increasing the availability of capital they need to succeed and grow.
Our team is building a suite of data products and services that allow small businesses to share their accounting books with third parties applications like lenders and payment providers with the click of a button. These data services help the ecosystem to provide better services to our Xero customers, like powering lenders to make responsible funding decisions in a fraction of the time and effort it has traditionally taken.
We are a new team who aims to have fun and work at a fast pace. Working closely with data scientists, product owners and designers, we really will get to make a difference to the lives of small business owners.

How you’ll make an impact
You will split your role between being hands on the tools and managing a development ‘pod’. As an engineer, you will be responsible for creating business value by building new and improving existing product functions, from prototype through to delivery to the market and further iterations based on key commercial success metrics.
We need someone to look at the road ahead and smooth out some bumps. In this role you will get to be hands-on, diving in and working with the team but also be strategically focussed, thinking about what can be done to ensure the team knows what is around the next bend.
As a team lead you’ll naturally be keeping an eye on the team members and making sure that they are both challenged and supported so that they continue to thrive. Part of this will naturally include coaching and mentoring as well as keeping them focused on the job.

What you’ll do
Develop robust, high-quality software that meets the expectations of your product development team’s standards and procedures and meets modern best practices for highly scalable, reliable, maintainable software.
Coach and mentor each of your people to help them become the best versions of themselves they can be, including performance feedback and career development.
Be accountable for the technical decision making of the team.
Be comfortable building a microservice architecture that delivers highly scalable, reliable, and maintainable APIs.
Spend a proportion of time on people-focused tasks, including recruitment, leave approvals.
Help the team to work across team boundaries to ensure the delivery of changes that integrate well with the wider set of Xero products and technologies

What you’ll bring with you
Passionate about helping people reach their full potential with the ability to lead, mentor and develop
Strong Experience with cloud technologies and architectures including serverless
People leadership experience either as a direct line manager or a technical leadership position
Experience with .NET for backend development, especially the creation of API services
Experienced in devops culture including CI/CD processes, and software development at all levels of the tech stack, with capability from front end, microservices, databases and platforms
Strong experience in Python and SQL especially for data transformation or ML operations
Xero is an equal opportunity employer. We value diversity, foster innovation and reward success.
If you want to come to work with friends every single day and help to make Xero even more special, please apply!]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
130,130,bf59ab4ba87bfc31,100000,Account Executive,SAS Institute,Sydney NSW,"[Sydney NSWCompany Overview
Here at JMP we are passionate about empowering scientists and engineers to explore data visually. We are constantly expanding our global footprint, selling to new territories and building strong relationships with new and existing customers.

We are looking to strengthen our Field Sales function by hiring an experienced Sales professional to sell JMP software products to current and prospective customers. You will be responsible for finding new business and managing existing accounts where you will have ownership of the full sales cycle through to close. You will be responsible for sales of JMP software products in a high volume, multi-tasking environment to prospective and current accounts.

Scope
Reporting to the JMP Senior Director of Sales, you will work with our Systems Engineer to build customer value and drive new business across Australia. Responsible for sales of JMP software products, solutions and services to prospective and current accounts.

Primary ResponsibilitiesSells software to current and prospective customers; works with other sales personnel to position and leverage sales opportunities to acquire, grow and retain customers within the assigned territory.Fulfils wide range of requests for information from prospective customers. Qualifies level of opportunity and type of account.Prospects within the assigned sales territory to uncover business needs.Implements aspects of territory and account management and development; identifies accounts with high ""close"" potential, qualifies sales opportunities, and forecasts time frames to close business.Works closely with the territory team, including Inside Sales, Sales Engineers and JMP management to facilitate timely response to qualified leads.Prepares standard quotations and proposal information as needed; works with other departments to create and finalize contracts.Follows up with existing customers to ensure ongoing satisfaction with their JMP products and to discover and develop additional “new” revenue opportunities.Develops a complete understanding of company pricing and licensing procedures.Applies knowledge of company marketing goals and objectives, JMP applications, supported hardware platforms, marketing and business trends, and industry knowledge to assess account needs.Develops plans to identify accounts that have the potential for further development and executes those plans to close business.Collaborates with account managers and executives on strategic account development opportunities.

Knowledge, Skills and AbilitiesRequires a minimum of three to five years of experience, with a successful track-record, in the sales of computer software solutions or scientific and engineering hardware (including products and services related to JMP’s target markets). Specific experience related to JMP’s target markets may be considered in combination with the above requirements.This is primarily a new business role which suits a focused and high-activity sales person. The new revenue comes from new-name accounts and existing customers where the sales opportunities need to be uncovered and developed.Ability to analyze and evaluate territory dynamics and develop a sales plan; ability to communicate technical and business concepts and relate them to JMP software and user needs; ability to work independently and as part of a team.Knowledge of sales techniques; knowledge of software acquisitions cycles and buying influences.Ability to travel regularly and extensively within the territory and occasionally internationally.Bachelor's degree in Engineering, Science, Business, MIS, or other relevant technical discipline would be beneficial.

The JMP and SAS Connection
JMP has been a part of SAS since the first version of JMP statistical discovery software was launched in 1989, bringing interactive data visualization and analysis to the desktop. SAS is the leader in business analytics software and services, and the largest independent vendor in the business intelligence market. Through innovative solutions, SAS helps customers at more than 60,000 sites improve performance and deliver value by making better decisions faster. Since 1976 SAS has been giving customers around the world THE POWER TO KNOW®.

For more information please visit www.jmp.com.]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
131,131,6e9703490272f85f,100000,Risk Assessor (Associate Level),ERM Group,Melbourne VIC,"[Melbourne VICAs part of the continued growth and innovation of our Risk Assessment service, ERM has an opportunity for an Environmental Scientist with toxicology experience to join our global consulting firm. This is a permanent position based either in our Melbourne or Sydney office.
We are looking for an emerging professional interested in being part of our thriving global community with sustainability at its heart. We seek talented specialists with the potential to become our next generation of leaders, to help us drive the continued growth of ERM’s business through delivering world-class services, and further advancing our reputation for supporting development of some of the world’s most complex projects. We offer an exciting portfolio of project work in and around Victoria, as well as opportunities for inter-state and international travel.
ERM Australia and New Zealand
ERM’s breadth of skills and experience means we can provide full life cycle services to our clients, both at the corporate level and facilities level. We are strategic as well as technical problem solvers. Our service offerings include environmental assessments and planning, stakeholder engagement and community consultation, contaminated site management, due diligence for transactions, sustainable safety, compliance auditing, sustainability reporting and verification and climate change services. We work across a range of sectors including energy, government, development, manufacturing and infrastructure.
Our teams include professionals whose expertise is called on at a regional and global level. We bring international best practice methodologies and approaches to local clients through first-hand experience.
ERM has offices in major cities and regional centres across Australia.
ROLE PROFILE:
To support the successful delivery of ERM projects and objectives by:
Support ecological and human health risk assessments and site investigations.
Contribute to the preparation of risk assessment reports as a member of project-specific risk assessment teams
Conduct literature searches and reviews on toxicological, biological or other risk assessment subject matters.
Manage, query, review, and analyze large data sets and conduct statistical analysis of data
Conduct fate transport modelling in support of deriving quantitative risk estimates from standard computer programs and risk assessment spreadsheet tools
Document in written text risk assessment activities that have been completed,
Conduct quality assurance/quality control activities for work products prepared by colleagues;
Contribute to designing, implementing and reporting environmental site assessments. Inclusive of conducting field sampling activities;
Conduct work activities within identified budget and schedule requirements
Contribute to preparation of proposals to win new work for small and large projects that include a risk assessment component
May contribute to technical presentations or papers for publication
Assist in communication with clients, regulatory agents, and subcontractors.
REQUIREMENTS:
Relevant tertiary qualifications (relevant toxicology, biology, chemistry or related discipline);
Minimum 3 - 5 years relevant risk assessment experience;
Previous environmental consulting experience (highly desirable);
Strong quantitative skills and experience managing and analyzing large datasets using MS EXCEL. Strong statistical analysis skills are a benefit.
Experience in project delivery and project management (highly desirable);
Fieldwork experience involving environmental data collection (soil and water) (highly desirable);
Proven report writing skills;
Exceptional relationship building skills;
Safety Training including Construction Induction Card and HAZWOPER Equivalent Training (highly desirable);
Full Drivers Licence;
Willingness to work on projects throughout Australia and New Zealand, if necessary, for various periods of time; and
Authorisation to work in Australia
FEATURES & BENEFITS:
At ERM our only asset is our people and we strive to provide a working environment and benefits that both attract and retain top talent. Features and benefits include:
a competitive $ package and the opportunity for an annual bonus
flexible working options, health and wellbeing programs
a strong team atmosphere and a professional and collaborative culture
the opportunity to get involved with the ERM Foundation and help provide technical and volunteer support for non-profit organizations and social enterprises that share our commitment to creating a more sustainable and equitable world
TIMELINES:
We are actively hiring for this position.
Who We Are:
As the world’s leading sustainability consulting firm, ERM is uniquely positioned to contribute to the environment and society through the expertise and energy of our employees worldwide. Sustainability is what we do, and is at the heart of both our service offerings and how we operate our business. ERM and our partners are driven by a dynamic vision: By 2021 we will be the clear leader in our chosen markets, we will double in value and we will deliver on our promises to our clients, our people and our investors. For our people, our vision means attracting, inspiring, developing and rewarding our people to work with the best clients and on the biggest challenges, thus creating valuable careers. We achieve our vision in a sustainable manner by maintaining and living our ERM values that include Accountability, Caring for our People, Client Focus, Collaboration, Empowerment, and Transparency.
Please submit your resume and brief cover letter.
ERM does not accept recruiting agency resumes. Please do not forward resumes to our jobs alias, ERM employees or any other company location. ERM is not responsible for any fees related to unsolicited resumes.
ERM is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender, sexual orientation, gender identity, age, marital status or disability status.
Thank you for your interest in ERM!]",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
132,132,94e1fccb2a37f23c,100000,Market Access Manager,CSL Behring,Docklands VIC,"[Docklands VICWith operations in 35+ nations and ~ 20,000 employees worldwide, CSL is driven to develop and deliver a broad range of lifesaving therapies to treat disorders such as hemophilia and primary immune deficiencies, and vaccines to prevent influenza. Our therapies are also used in cardiac surgery, organ transplantation and burn treatment.
CSL is the parent company of CSL Behring and Seqirus. CSL Behring is a global leader in the protein biotherapeutics industry, focused on bringing to market biotherapies used to treat serious and often rare conditions. CSL Behring operates CSL Plasma , one of the world's largest collectors of human plasma, which is used to create CSL’s therapies. Seqirus is the second largest influenza vaccine company in the world and is a transcontinental partner in pandemic preparedness and a major contributor to the prevention and control of influenza globally.
We invite you to take a look at the many career possibilities available around the globe and consider building your promising future at CSL by becoming a member of our team!
Responsibilities
Qualifications
At CSL, we are seeking to hire a Market Access Manager on a 2-year fixed-term contract to support the Associate Director, Market Access to Develop and implement market access strategies and tactics aligned to the New Product Introduction process, utilising health economics and outcomes research, to drive to the successful commercialisation of new products in line with CSL Behring Australia's strategic objectives. In this role, you will critically evaluate market access risks and opportunities and proactively propose, and execute solutions to achieve strategic business objectives. This role will be based out of the Docklands office.

In this role, you will also be responsible for
Developing and executing market access strategies to achieve optimal funding conditions of new products under guidance from the Associate Director, Market Access
Providing well informed and fact-based recommendations on market access strategy to guide decision making
Conducting in-depth market access feasibility assessments, including detailed assessments of market dynamics and data gaps, to support the strategic objectives of the business
Preparing funding submissions in line with the New Product Introduction process to support health technology assessment for new products, new indications, line extensions, new pack sizes, new formulations, and price increases
Representing the CSL Behring ANZ Market Access team as a subject matter expert in various local, regional and global launch team forums. Take an active role to influence and advise on product strategies
Providing robust clinical, health economics and pricing input into CSL Behring ANZ’s commercialisation strategies to ensure optimal funding of new products
Providing relevant input to the development of local Investigator Sponsored Research (ISR) and, in particular, advise on pertinent endpoints to support the payer value proposition and market access strategy
Building and developing relationships with key external stakeholders to ensure all relevant factors and issues are identified and addressed in the development of funding submissions
Maintaining effective working relationships with senior staff in CSL Behring ANZ's Commercial, Medical, and Regulatory functions
Effectively managing consultants and third parties to achieve strategic business objectives
Actively maintaining a high degree of understanding of current pharmacoeconomic methodology and emerging health economics and health outcomes issues, as well as the relevant funding pathways and systems in Australia and New Zealand (e.g., MSAC, NBA, PHARMAC)
Education and Experience Requirements
Tertiary qualifications in a health-related discipline (biomedical science, medicine, pharmacology, pharmacy, nursing, public health); and
Post-graduate training in one or more of: epidemiology, biostatistics, health economics
At least 5 years’ experience in the pharmaceutical industry in health economics, health outcomes, or market access roles
Extensive experience in the preparation of health technology assessment dossiers to the PBAC or MSAC across various therapeutic areas
Strong ability to influence and manage complex cross-functional teams and key stakeholder relationships
Strong skills in the use of relevant analysis tools such as Excel
Excellent quantitative skills to undertake health economic modelling (spreadsheet and TreeAge software are used) and usage projections
Strong analytical and biostatistic skills, with attention to detail
Strong project management skills
Ability to distill complex information into clear and concise written reports and submissions
Strong ability to liaise with scientists, clinicians, and marketing personnel
Capacity to work independently
Capabilities
Worker Type:
Employee
Worker Sub Type:
Fixed Term (Fixed Term)]",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
133,133,445e09ac6a924a33,100000,Manager Analytical Services,CSL Behring,Broadmeadows VIC,"[Broadmeadows VICIn line with CSL Behring’s global strategy, this newly created Manager, Analytical Services position is directly accountable for leading the Analytics Function for Broadmeadows Operations to create new solutions and improve existing analytics by utilising existing data sources, best practice theories of operational improvement and external and internal best practice.
Your responsibilities will also include but not be limited to:
Managing a team of data scientists and statisticians in a role which has site wide areas of responsibility
Supporting the development and execution of a set of initiatives and projects that deliver incremental business improvements and significant changes in line with Manufacturing’s strategies and plans and overall business objectives.
Enabling manufacturing to use analytics concepts and methods
Gear up the CSL Behring Broadmeadows site for digital transformation and support the creation of applications to access and manipulate data from our processes to improve KPI reporting and analytics supporting management with more efficient and timely reporting for improved decision making
Work closely with peers in Business Technology to make sure the right infrastructure and technology is in place
Setting up the data strategy for CSL Behring Broadmeadows and how to maximise value in the data being collected; identify common themes and business needs for analytics across the site and contribute to the development of common strategic approaches for simplicity and efficiency.
Collaborating with colleagues across the network to share information and support stand up and alignment of the global strategy
To be successful:
Proven leadership experience, motivating, supporting and encouraging your team to have a mindset of continuous improvement
A background in statistics or data science will be highly regarded
Previous experience in successfully bringing a business case to senior stakeholders
An ability to visualise complex technical information and present to cross functional groups
Experience in business analysis or business insights for a complex organisation
An understanding of the complexities of digital transformation in a highly regulated environment
Experience working in a manufacturing environment and leading programs to implement data based decision making behaviour at all levels of the organisation
Apply now to support the organisations digital transformation as we move into our next phase of growth! Please include your cover letter and resume in the one document. Applications close 15 November 2019.
Worker Type:
Employee
Worker Sub Type:
Regular]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
